id,created_at,age_group,year_of_study,program,stream,gender,residence,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,panas_positive_score,panas_negative_score,social_satisfaction,belonging,close_friends,social_isolation,social_frequency,friendship_ease,initiation_anxiety,overthinking,avoidance,judgment_concern,conversation_initiator,first_interaction_comfort,fs_classes,fs_hostel,fs_clubs,fs_mutual,fs_online,fs_other,ib_fear_rejection,ib_not_knowing,ib_formed_groups,ib_no_topic,ib_low_energy,ib_nothing,ib_other,social_expansion_desire,online_comfort,structured_preference,spontaneous_value,social_friction_open,safety_factors,completion_time_seconds,trait_er,trait_cr,trait_si,trait_pf,trait_gp,trait_se,trait_ed,archetype,suspect_submission
11fc4082-ed28-4f95-a092-39d53c337ffa,2026-02-24 12:01:21.004355+00,23-24,1st,M.Tech,PDM,Male,Hostel,2,4,2,5,2,4,5,2,2,1,5,5,4,2,5,3,3,5,2,5,24,44,2,3,3,5,Rarely,Difficult,2,4,4,3,Depends on situation,Neutral,true,true,false,true,true,false,false,false,false,true,true,false,false,3,4,4,4,Lack of common interest.,Shared interests and structure icebreakers.,177,34,75,34,39,40,23,46,quiet_explorer,false
4ddce993-2e33-42e2-b9fb-6be71bd438d7,2026-02-24 12:05:04.604985+00,25+,1st,M.Tech,Product Design and Management,Male,Hostel,3,3,3,4,3,2,2,2,3,2,3,4,1,3,4,3,4,3,4,3,32,27,3,3,2,4,Sometimes,Difficult,4,5,4,5,Depends on situation,Neutral,true,true,false,false,true,false,true,false,true,true,false,false,false,3,2,3,4,Socially I can judge people of what they think about me. But while in person I can sense what they are thinking about me and due to that I lost the interest to talk with them.,People should be genuine to each other. If this culture builds then naturally I can talk to anyone in the campus,317,32,63,41,43,40,50,56,quiet_explorer,false
3d5310af-57d0-430e-9257-54a08409384d,2026-02-24 12:18:59.261121+00,21-22,4th,B.Tech,CSE,Female,Hostel,4,3,3,3,3,3,2,4,4,4,2,3,4,3,3,3,3,3,3,3,33,30,3,4,4,4,Sometimes,Neutral,4,3,3,4,They usually start,Uncomfortable,false,false,false,false,true,false,false,false,true,true,true,false,false,4,3,4,3,,,142,44,57,38,45,62,51,63,catalyst,false
d595ffbe-ca4d-4bab-a723-ac8b5d65a314,2026-02-24 14:23:12.075964+00,23-24,1st,M.Tech,PDM,Female,Hostel,3,4,2,4,3,1,1,1,2,3,4,4,1,1,3,3,3,1,3,2,27,22,3,3,4,2,Often,Easy,2,3,4,2,It happens naturally,Comfortable,true,true,false,true,false,false,false,true,true,false,false,false,false,2,4,4,4,,,236,65,66,58,68,46,64,38,reserved_strategist,false
c56a2f19-22e0-4b7c-8bc6-16793fb3a9fe,2026-02-24 14:23:34.758658+00,21-22,1st,Other,MBA,Female,Off-campus,1,4,1,5,1,1,5,3,1,1,5,5,4,2,5,1,2,4,1,5,16,41,3,2,2,3,Rarely,Easy,1,1,1,1,I usually start,Neutral,false,true,false,false,false,false,false,false,false,false,true,false,false,1,4,3,3,,,301,52,50,59,51,27,38,15,expansive_initiator,false
11a7ab3b-258b-4c11-a55f-ff3daf529a29,2026-02-24 14:23:44.576366+00,21-22,4th,Other,"Psychology ",Female,Off-campus,3,4,3,2,3,1,1,1,3,3,4,1,1,4,2,4,4,3,2,1,30,20,4,3,2,4,Sometimes,Difficult,2,4,4,3,They usually start,Neutral,true,true,false,false,false,false,false,true,false,true,false,false,false,2,4,5,4,,,310,61,69,39,51,42,60,51,inner_architect,false
f190ab7f-ed6f-43e2-96e0-fddd4f69e2d2,2026-02-24 14:25:04.443+00,21-22,2nd,M.Tech,PDM,Male,Hostel,5,1,2,1,5,1,1,1,1,3,1,1,1,4,1,3,4,2,4,1,32,11,4,4,4,3,Rarely,Difficult,4,5,5,5,It happens naturally,Neutral,true,true,true,true,true,false,true,true,true,true,true,false,false,5,2,2,4,,One day should be there for students to get friends with new persons who they don't know .Atleast they should make 2 new friends that day every month 🥲😂,381,52,43,35,53,70,72,73,balanced_navigator,false
164724a4-a842-47eb-bd04-3b9fca87869a,2026-02-24 14:43:39.601998+00,19-20,1st,Other,"Commerce ",Female,Day Scholar,5,4,3,5,4,5,3,3,4,4,3,4,2,4,3,5,5,3,4,3,42,34,4,4,3,3,Often,Very Difficult,3,5,4,5,Depends on situation,Comfortable,true,true,false,false,false,true,true,false,true,false,false,false,true,4,5,4,3,,,356,38,88,50,34,65,65,69,quiet_explorer,false
97b0226b-0422-4ebe-ade7-5c43fd0fb34f,2026-02-24 15:29:44.643494+00,25+,1st,M.Tech,"Product Design Management ",Male,Hostel,4,3,4,3,3,4,1,3,4,3,4,2,3,4,3,4,2,4,1,1,31,29,3,3,4,3,Rarely,Neutral,4,3,4,4,Depends on situation,Uncomfortable,true,true,true,false,false,false,false,false,false,false,true,false,false,4,2,4,5,Due to social anxiety and shyness it's hard for me to interact with others and I don't know what makes it easier to make interaction easier but in my case I usually able to talk clearly and easily when the topic is revolved around work based common interest.,Don't have any idea about it...,3177,45,44,41,50,64,48,81,catalyst,false
f141e82e-ec67-4e48-a65b-ed81a21cff39,2026-02-24 17:46:26.74065+00,19-20,1st,Other,"Fashion design ",Female,Off-campus,4,2,5,1,5,1,1,1,4,4,1,3,1,4,1,4,3,2,5,1,41,12,3,3,5,1,Often,Easy,5,5,5,5,They usually start,Very Comfortable,true,true,false,false,false,true,false,false,false,false,false,true,false,5,5,5,5,,,153,57,82,52,58,77,72,92,quiet_explorer,false
a6436910-de0f-431d-8a0f-608f65941747,2026-02-24 18:09:03.923306+00,25+,1st,M.Tech,PDM,Male,Day Scholar,4,2,3,1,3,1,1,1,4,4,2,3,1,3,2,4,4,2,3,2,35,15,3,3,5,1,Sometimes,Very Easy,2,1,1,1,I usually start,Comfortable,true,false,false,true,false,false,false,false,false,false,true,false,false,3,2,4,4,"Lack of events that involve actively talking and collaborating with others. ","Ideally, meeting them in person over a common/shared interest. ",279,84,48,81,83,73,72,62,balanced_navigator,false
9482d236-13d0-4b51-9578-8826ed7e9e58,2026-02-25 03:35:22.028762+00,21-22,1st,M.Tech,PDM,Male,Hostel,3,3,3,4,4,5,5,3,3,3,3,3,4,2,3,3,3,3,3,4,30,37,3,2,3,2,Rarely,Neutral,4,5,5,5,Depends on situation,Neutral,true,false,false,true,true,false,false,true,false,true,true,false,false,2,5,5,3,,,200,31,82,38,28,40,43,40,reflective_observer,false
460f1391-ed0e-47ba-872e-50a565a33699,2026-02-25 05:22:42.385678+00,21-22,1st,Other,Psychology,Female,Off-campus,4,4,2,3,3,1,1,1,3,2,4,4,1,4,3,3,4,2,5,1,34,21,2,2,2,2,Often,Neutral,2,3,2,2,Depends on situation,Neutral,true,true,true,true,true,false,false,false,false,true,true,false,false,3,3,3,3,,,405,62,59,67,59,44,49,53,expansive_initiator,false
bda35571-105f-42e0-9c8d-4f23ca4c0895,2026-02-25 07:18:15.810232+00,19-20,2nd,Other,,Prefer not to say,Off-campus,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,Rarely,Neutral,2,1,1,3,They usually start,Uncomfortable,true,false,false,false,false,false,false,false,false,false,false,true,false,1,1,1,3,,,228,54,0,59,63,41,100,23,balanced_navigator,true
2d1ea13a-96f7-4d98-b562-8c6ae6461cff,2026-02-25 14:10:57.819996+00,21-22,1st,M.Tech,PDM,Male,Hostel,3,2,2,2,4,1,3,1,3,1,1,3,1,3,3,4,4,1,4,2,31,17,4,3,4,2,Sometimes,Neutral,2,2,4,4,It happens naturally,Neutral,true,true,false,false,false,false,false,true,false,true,false,false,false,2,4,4,4,"1. When there is no common topic to talk about, it feels difficult.
2. It would be easier to talk to same language person as we have some stuff in common ,maybe culture or traditions etc.",,668,64,62,55,48,58,64,46,reflective_observer,false
3dc34291-c2df-45f4-b427-0b93a4e0a518,2026-02-25 18:10:42.683734+00,17-18,1st,Dual Degree,"Law ",Female,Hostel,0,4,0,4,0,0,5,0,0,0,0,4,0,0,5,0,5,4,0,5,0,0,4,5,4,1,Often,Neutral,1,3,1,3,Depends on situation,Comfortable,true,false,false,false,false,false,false,false,false,true,false,false,false,3,2,5,4,,,269,50,73,79,61,73,91,61,balanced_navigator,false
6ba8416d-7486-494e-a78c-37d744a36f89,2026-02-26 15:49:36.242815+00,21-22,5th,Other,Law,Female,Off-campus,2,2,1,3,1,4,2,1,1,1,4,1,2,1,3,1,1,2,1,4,11,27,2,1,2,4,Often,Difficult,3,4,5,3,Depends on situation,Neutral,true,false,true,true,true,false,true,false,false,true,false,false,true,2,5,4,4,"Lack of common interests and fear of being judged makes it harder but meeting people of common interest helps. ","Shared interest and ice breaking activities. ",528,51,53,36,35,15,22,30,inner_architect,false
f4e4a2b8-ce29-49ad-9ace-68a37d8a3b70,2026-03-06 03:38:53.709984+00,21-22,2nd,M.Tech,Computer Science,Male,Hostel,3,3,3,3,2,3,4,2,2,1,2,2,3,2,4,2,3,4,2,4,22,32,3,3,3,4,Sometimes,Difficult,5,5,5,4,They usually start,Uncomfortable,true,true,true,true,false,false,true,true,true,true,true,false,false,4,5,5,4,"It's easier to talk when there's a shared interest or activity, like in clubs or classes where we have something in common. But I find it harder to start conversations randomly without context. I tend to wait for others to approach me, and joining existing friend groups feels awkward because they already seem comfortable with each other.","Structured activities based on shared interests would feel much safer than random networking. Having a clear purpose or activity (like a tech club, gaming session, or project group) reduces the pressure to 'network'. Also, meeting people through mutual friends or in small groups rather than large events would make it easier to actually connect and feel comfortable initiating conversations.",801,29,78,23,30,42,39,59,quiet_explorer,false
d467140c-89cf-4c01-9a94-7b3f77daf449,2026-03-06 03:41:51.357119+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,4,2,4,2,4,3,1,1,4,4,2,4,1,4,2,4,4,1,4,1,40,16,4,4,5,2,Often,Easy,2,3,2,3,I usually start,Comfortable,true,true,true,false,false,false,false,false,false,false,false,true,false,4,2,3,4,"Shared interests in classes and clubs make it easier to connect. Also, having a close group of friends helps because they introduce me to new people.","Activities with clear common goals, like interest-based clubs or structured group projects. Meeting through shared experiences reduces the pressure and gives natural conversation starters.",504,72,54,78,76,82,77,75,bridge_builder,false
510563a3-1694-442f-9c09-f388c02a9d95,2026-03-06 03:43:30.060601+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,3,2,3,2,3,1,1,1,4,4,2,4,1,4,2,4,4,1,4,1,37,14,2,3,2,2,Often,Difficult,4,5,4,4,They usually start,Uncomfortable,true,true,false,true,false,false,true,true,false,true,false,false,false,2,5,5,2,"I find social interactions easier when there's a clear context, like a class or study group where we share a topic. What makes it harder is the pressure to initiate conversations from scratch with new people. I tend to overthink what to say, and I worry about awkward silences. I'm comfortable once interactions happen naturally, but forcing conversations feels uncomfortable. Small group settings wo","Having shared interests or topics to discuss would help - like structured discussion groups, hobby clubs, or study groups. Online platforms where I can introduce myself first before meeting in person would be less intimidating. Also, smaller group settings or one-on-one meetings feel safer than large events.",202,52,91,44,40,36,61,41,reflective_observer,false
c7f12f6d-b21b-4aa8-bfdd-94a7272e38ac,2026-03-06 03:43:49.16326+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,4,2,4,2,4,3,1,1,4,4,2,4,1,4,2,4,4,1,4,1,40,16,4,4,5,2,Often,Easy,1,1,1,1,I usually start,Very Comfortable,true,false,true,true,false,false,false,false,false,false,false,true,false,5,1,2,4,"I find it easy to start conversations with people. What makes it easier is having shared interests or activities where people naturally gather, like clubs or events. Having structured icebreakers or common starting points helps even more. I'd say the main thing that could be easier is identifying interesting people or niche groups quickly.","For me personally, I'm comfortable approaching people, so I don't need much. But what would make it feel safe and comfortable for others is having clear shared interests or activities as conversation starters. Also, having friendly and welcoming people who are known to be approachable would help. Creating spaces that are inclusive and where no one feels left out would be important.",133,89,34,85,91,90,77,83,balanced_navigator,false
725d6407-2ea1-4ce6-aec8-4601da9bcbac,2026-03-06 03:47:14.27287+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,4,2,4,2,4,3,1,1,4,4,2,4,1,4,2,4,4,1,4,1,40,16,4,4,5,2,Often,Easy,1,1,1,1,I usually start,Very Comfortable,true,true,true,false,true,false,false,false,false,false,false,true,false,5,1,1,1,"Everything feels natural and easy to me! I enjoy meeting new people whether it's in classes, clubs, events, or just running into someone on campus. I'm equally comfortable in structured settings and spontaneous encounters. I thrive on social interactions and love being around people from all different backgrounds and interests.","Any approach that brings people together works for me! Whether it's event-based introductions, buddy systems, or casual group hangouts, I'm excited about all of it. The key is creating opportunities where people can naturally connect without any barriers.",373,88,27,80,91,90,77,63,balanced_navigator,false
62bb45cc-6755-42a3-ac5b-e1c0fdf26636,2026-03-06 03:48:26.009742+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,3,2,3,2,3,1,1,1,4,4,2,4,1,4,2,4,4,1,4,1,37,14,3,4,4,2,Often,Difficult,3,4,3,4,They usually start,Neutral,true,true,false,true,false,false,true,true,false,false,false,false,false,3,2,4,3,Having structured group activities like clubs or study groups makes it easier to connect. I find it harder to approach people in completely unstructured settings.,"Clear structure with shared interests or activities would help. Also, smaller group settings rather than large mixed crowds would make me more comfortable.",345,60,66,53,57,62,73,55,reflective_observer,false
dc2b9f02-1941-4a94-b54d-2d41ae3cf12c,2026-03-06 03:59:49.235054+00,23-24,2nd,M.Tech,Computer Science,Female,Hostel,3,2,3,2,3,1,1,1,4,4,2,4,1,4,2,4,4,1,4,1,37,14,5,5,5,1,Very Often,Very Easy,3,4,3,4,I usually start,Very Comfortable,true,true,true,true,false,false,false,false,false,false,false,true,false,5,1,1,5,"I'm very comfortable socially and find it easy to connect with people in almost any setting. Both structured activities and spontaneous interactions work well for me. Meeting people at parties, classes, and events all feel natural and enjoyable.","Just keep making more events and social opportunities available! More parties, mixers, and casual hangout spots where people naturally gather would be great. I'm always up for spontaneous plans and new ways to meet people.",690,62,40,81,88,85,97,83,balanced_navigator,false
ca557abd-5f48-4e73-b33a-2c555a91e1c8,2026-03-06 04:06:47.96573+00,,,,,Male,Hostel,1,2,1,3,1,3,4,3,1,2,3,2,3,1,2,3,3,1,2,3,17,27,2,2,4,4,Sometimes,Difficult,5,5,5,5,They usually start,Very Uncomfortable,true,true,false,false,false,false,true,true,false,false,true,false,false,3,4,5,4,I find it harder when there's too much pressure to be spontaneous or when I don't have common interests to discuss. One-on-one conversations or small group settings with shared academic interests make things easier.,"A structured format with clear topic or purpose, maybe through clubs or classes. Anonymous initial contact could reduce anxiety. Smaller groups with shared interests would feel safer than large open meetups.",1165,31,73,21,20,40,30,35,balanced_navigator,false
33b58168-1b6f-4d58-a888-3c01cf273d13,2026-03-06 04:12:05.762043+00,23-24,3rd,B.Tech,,Female,Hostel,5,1,5,1,5,1,1,1,5,5,1,1,1,5,0,5,5,5,5,1,46,0,5,5,5,1,Very Often,Very Easy,0,0,0,1,I usually start,Very Comfortable,false,true,true,true,false,false,false,false,false,false,false,true,false,5,1,1,5,"Social interactions are easiest when there's a dynamic, friendly environment and opportunities to meet diverse people. Events, clubs, and group settings make it natural to connect. I find it easier in bustling spaces where conversations happen organically.","Large group events and mixers feel most comfortable - lots of people, high energy, and opportunities to circulate. Fun icebreaker activities help. I'd love platforms that celebrate spontaneity and bring people together in casual, celebratory settings.",300,84,22,100,100,100,100,100,catalyst,false
feda9e28-e917-47ee-ad3d-cd7a57638ede,2026-03-06 04:25:56.958613+00,17-18,1st,Other,,Female,Day Scholar,4,3,2,1,4,3,1,3,4,2,3,4,2,4,4,3,4,5,2,1,33,26,5,4,5,2,Sometimes,Neutral,2,4,2,3,I usually start,Neutral,true,false,false,true,false,false,false,true,false,false,false,false,false,2,3,4,4,"Being feel left out and being uncomfortable while conversation  and having different interests ",Shared interests,530,58,71,66,59,73,73,54,intentional_connector,false
7ccf9d9e-a586-4239-bd0e-81294d17a2a4,2026-03-06 04:54:39.414069+00,21-22,1st,M.Tech,,Male,Hostel,5,1,2,1,5,1,1,2,5,4,1,5,1,5,1,5,5,3,5,1,46,13,5,3,5,3,Sometimes,Neutral,3,4,4,3,It happens naturally,Neutral,true,true,true,true,false,false,true,true,true,true,true,false,false,4,4,3,5,,,200,66,77,56,54,86,75,85,catalyst,false
cc407eff-327d-42d2-94c5-c8b62004b466,2026-03-06 04:56:24.642538+00,23-24,1st,M.Tech,PDM,Male,Hostel,3,3,3,2,4,2,4,1,4,3,2,4,1,5,1,4,4,2,4,3,38,21,3,3,5,1,Sometimes,Easy,2,3,2,3,Depends on situation,Neutral,true,true,false,false,false,false,false,false,false,true,true,false,false,3,2,4,4,,,246,61,62,71,61,76,68,64,bridge_builder,false
5b69a46f-7692-4483-84a8-f990dc050b28,2026-03-06 05:18:01.121115+00,25+,Other,M.Tech,PDM,Female,Hostel,2,4,2,4,2,2,2,1,2,1,5,2,4,2,3,3,2,4,2,2,20,31,2,2,2,4,Sometimes,Difficult,4,5,5,5,They usually start,Uncomfortable,false,false,false,true,false,false,true,true,false,true,true,false,false,3,5,5,4,Group projects make it a little easier.,Starting the interaction with some games or activities,464,30,73,26,29,30,25,46,quiet_explorer,false
811e6a47-8613-43df-a108-ceddfc38c53f,2026-03-09 12:21:43.347161+00,19-20,4th,Dual Degree,CLD,Male,Hostel,4,1,2,2,2,3,2,2,3,1,2,2,2,3,3,2,2,2,3,2,24,21,5,5,5,1,Sometimes,Neutral,3,3,2,3,Depends on situation,Neutral,true,true,false,true,false,false,false,true,true,true,false,false,false,4,3,3,4,,,259,60,41,61,63,73,81,65,intentional_connector,false
c6077c31-4e6b-4d89-b455-a60e03058283,2026-03-09 12:22:24.10289+00,21-22,4th,B.Tech,"Computer science ",Female,Hostel,3,1,2,3,4,3,1,3,3,4,4,2,3,3,5,3,2,3,4,3,30,29,3,1,5,1,Very Often,Neutral,3,2,2,2,Depends on situation,Neutral,true,true,false,true,false,false,false,true,false,false,false,false,false,3,2,3,3,,,294,58,32,67,52,70,51,47,bridge_builder,false
d4905a22-cf9b-4038-83af-3044b898f816,2026-03-09 12:23:34.298575+00,19-20,4th,B.Tech,Computer Science,Female,Hostel,3,4,5,3,3,3,3,1,3,4,5,3,1,3,3,4,2,4,4,2,34,29,4,4,5,1,Often,Easy,4,4,5,5,Depends on situation,Uncomfortable,false,false,false,true,false,false,true,true,false,true,false,false,false,1,5,5,1,,,339,33,73,51,46,55,81,27,reflective_observer,false
01ce6db4-68f5-482b-9105-04c77fb623d3,2026-03-09 12:23:55.609239+00,19-20,2nd,B.Tech,"Electronics and communication engineering ",Male,Hostel,3,4,3,2,3,1,2,1,4,4,3,3,1,4,3,4,4,3,4,3,36,23,5,5,5,2,Often,Easy,4,3,4,4,They usually start,Uncomfortable,true,true,false,true,false,false,true,true,false,true,false,false,false,5,4,4,5,,,190,43,66,51,57,82,92,83,balanced_navigator,false
df13200b-e4e0-4dd7-9a4d-b46b856e5ea8,2026-03-09 12:24:33.079692+00,17-18,2nd,B.Tech,Cse,Female,Hostel,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,Never,Difficult,4,3,3,4,They usually start,Uncomfortable,false,true,false,false,false,false,false,false,false,true,false,false,false,4,3,2,3,,,328,31,39,31,39,57,66,64,balanced_navigator,true
d0f06135-c2e1-4931-bf71-0a620da43744,2026-03-09 12:26:41.41733+00,17-18,1st,B.Tech,CSE,Male,Hostel,5,2,4,2,4,1,1,1,4,3,3,1,1,3,3,4,3,2,3,2,34,18,4,4,4,2,Sometimes,Very Easy,2,4,2,2,Depends on situation,Comfortable,true,false,true,false,false,false,false,true,true,true,false,false,false,4,3,3,4,If we have a common topic to start with it'll be super easy if it's a dude then any given situation is fine,"I mean the way it is now is fine ",214,67,46,67,80,73,77,76,balanced_navigator,false
30aad4e1-5c27-4995-a532-d3912b316e73,2026-03-09 12:37:15.5582+00,17-18,2nd,B.Tech,ECE,Male,Hostel,2,3,1,2,3,4,1,1,2,1,2,3,1,1,1,2,3,1,1,1,19,17,3,4,4,2,Often,Neutral,4,3,2,1,They usually start,Comfortable,true,true,true,true,false,false,false,true,true,true,true,false,false,4,2,3,4,"There's a lot of people with which I would call ""acquaintances"" but it's often difficult to become ""close friends"" with those ppl right now because it's already been 2 years and most ppl have defined friend grps. 

Also whether an interaction feels easy or hard, highly depends on my social energy in that moment. Earlier I used to be eager for conversation MOST of the time, but lately It's the opp.","Not too sure. Perhaps common activities where a group of ppl work on smt together. ",983,72,46,48,79,59,60,48,balanced_navigator,false
c699058a-8f49-49e6-9c3a-b0aba61ab39e,2026-03-09 12:43:49.911434+00,19-20,2nd,Dual Degree,ECD,Female,Hostel,3,4,2,3,3,2,4,1,3,4,4,4,1,3,3,4,4,3,4,2,34,27,5,5,3,2,Often,Easy,2,3,2,4,Depends on situation,Neutral,true,true,true,false,false,false,false,true,true,true,false,false,false,2,1,3,3,,,1394,47,50,67,69,57,90,40,balanced_navigator,false
e81e09c5-6529-4d0f-97f2-aacd9ff81ce9,2026-03-09 13:06:42.593231+00,19-20,2nd,B.Tech,Ece,Female,Hostel,1,5,1,5,1,5,5,5,1,1,5,5,5,1,5,1,1,5,1,5,14,50,3,3,3,3,Sometimes,Neutral,3,3,3,3,It happens naturally,Neutral,true,false,false,false,false,false,false,false,false,false,true,false,false,3,3,3,3,,,111,29,50,41,41,36,35,28,balanced_navigator,false
29c84559-e1c1-4768-8019-bb4e00c8e064,2026-03-09 13:07:24.201836+00,19-20,2nd,Dual Degree,,Female,Hostel,3,2,2,3,2,1,1,1,3,4,3,1,1,3,3,2,3,4,3,1,26,20,3,4,3,4,Often,Neutral,2,3,4,4,Depends on situation,Neutral,true,true,false,true,false,false,false,true,false,true,true,false,false,2,5,4,3,,,147,58,57,49,53,37,64,40,reflective_observer,false
4246501c-4208-4cd5-9030-b67b54197613,2026-03-09 13:07:43.267101+00,19-20,2nd,B.Tech,CSE,Male,,3,4,3,2,2,2,3,1,3,2,5,3,3,2,4,4,3,3,2,4,27,31,3,2,3,3,Sometimes,Neutral,4,4,4,4,They usually start,Uncomfortable,true,false,false,true,false,false,true,true,true,true,true,false,false,3,4,4,4,,,164,33,66,36,38,46,42,54,quiet_explorer,false
